type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day
TRANSFER,12476719.0,0.0,0.0,18901972.0,48601116.0,14
PAYMENT,8146.25,0.0,0.0,0.0,0.0,13
CASH_OUT,334988.25,3129.0,0.0,14581.51,349569.75,19
CASH_OUT,501003.3,10984.0,0.0,0.0,501003.3,16
CASH_IN,132848.88,24501250.0,24634100.0,2521436.0,2388587.0,21
CASH_OUT,119763.68,0.0,0.0,259726.88,379490.56,12
TRANSFER,10079895.0,553104.0,0.0,29134698.0,39214590.0,15
CASH_OUT,144197.73,0.0,0.0,285611.75,429809.47,16
PAYMENT,24705.19,260360.66,235655.45,0.0,0.0,20
PAYMENT,7016.86,615.0,0.0,0.0,0.0,11
CASH_IN,157109.03,71388.0,228497.03,0.0,0.0,10
CASH_OUT,205101.7,240.0,0.0,450878.1,655979.75,20
CASH_OUT,151485.73,5016.0,0.0,0.0,151485.73,11
CASH_OUT,149822.16,0.0,0.0,1167525.8,1317347.9,19
CASH_OUT,214020.84,124707.0,0.0,981987.1,1751881.1,12
CASH_IN,160310.55,6776208.0,6936518.5,495153.34,334842.78,11
PAYMENT,5341.3,350603.6,345262.28,0.0,0.0,18
PAYMENT,7064.23,0.0,0.0,0.0,0.0,14
CASH_OUT,50605.0,295992.0,245387.0,4027380.8,4077985.8,13
PAYMENT,3673.78,711.0,0.0,0.0,0.0,20
CASH_OUT,109044.8,9249.0,0.0,0.0,109044.8,20
CASH_IN,5070.27,7354578.0,7359648.5,7458269.0,7453199.0,19
CASH_OUT,157938.11,51582.45,0.0,308240.0,580533.6,20
CASH_OUT,30470.06,0.0,0.0,190831.27,221301.33,17
CASH_IN,190125.08,1315659.4,1505784.5,1065781.4,875656.25,13
CASH_IN,114247.96,3535247.5,3649495.5,195333.27,81085.31,14
PAYMENT,5936.34,0.0,0.0,0.0,0.0,10
CASH_OUT,119339.39,172880.08,53540.69,841582.2,960921.6,20
PAYMENT,25692.03,148655.84,122963.81,0.0,0.0,17
CASH_IN,83319.37,83268.0,166587.38,0.0,0.0,22
CASH_IN,131600.12,20662198.0,20793798.0,1878122.9,1746522.8,12
CASH_IN,342768.3,7223606.5,7566374.5,1773581.6,1430813.4,17
PAYMENT,4180.75,0.0,0.0,0.0,0.0,22
PAYMENT,8712.77,20118.0,11405.23,0.0,0.0,19
PAYMENT,10845.81,0.0,0.0,0.0,0.0,18
CASH_OUT,54584.4,0.0,0.0,117651.0,172235.4,15
CASH_OUT,142326.27,0.0,0.0,1050350.4,1192676.6,21
PAYMENT,47263.61,51486.0,4222.39,0.0,0.0,17
CASH_OUT,36133.42,0.0,0.0,356713.94,392847.38,17
CASH_OUT,92448.94,36274.1,0.0,194734.9,287183.84,15
CASH_OUT,128838.29,0.0,0.0,790388.5,919226.75,18
PAYMENT,5662.56,0.0,0.0,0.0,0.0,13
PAYMENT,2377.38,29771.0,27393.62,0.0,0.0,23
CASH_IN,462620.06,2101875.2,2564495.2,661566.94,198946.89,20
PAYMENT,9598.04,83685.0,74086.96,0.0,0.0,20
PAYMENT,18255.89,0.0,0.0,0.0,0.0,15
CASH_OUT,325009.03,100451.0,0.0,0.0,325009.03,20
CASH_IN,23583.7,11437125.0,11460709.0,1063765.8,1040182.06,18
PAYMENT,40.45,196888.33,196847.88,0.0,0.0,23
CASH_OUT,114011.19,16765.0,0.0,7479677.0,7593688.0,10
CASH_IN,110660.24,2030150.9,2140811.0,715682.1,605021.9,21
CASH_IN,56013.27,755168.56,811181.8,954672.5,898659.25,17
CASH_OUT,163106.62,238.0,0.0,0.0,163106.62,22
PAYMENT,5072.61,48945.0,43872.39,0.0,0.0,8
TRANSFER,6582457.0,0.0,0.0,95559810.0,102142264.0,17
CASH_IN,167899.3,1761437.1,1929336.5,444596.3,276697.03,11
PAYMENT,10771.82,151116.0,140344.19,0.0,0.0,23
CASH_OUT,15686.57,15989.0,302.43,53090.0,0.0,9
CASH_OUT,125130.24,452808.0,327677.75,133644.38,258774.61,9
PAYMENT,11395.87,10944.06,0.0,0.0,0.0,20
CASH_OUT,22966.61,0.0,0.0,123512.28,146478.88,11
DEBIT,3847.42,0.0,0.0,32984.16,36831.58,20
CASH_IN,553414.75,3232034.8,3785449.5,2397933.8,1844518.9,18
PAYMENT,2522.76,212751.0,210228.23,0.0,0.0,14
PAYMENT,8863.23,0.0,0.0,0.0,0.0,20
TRANSFER,188668.31,18787.0,0.0,1799727.2,1988395.6,10
PAYMENT,10397.55,3959.0,0.0,0.0,0.0,11
CASH_IN,164147.4,6654.0,170801.4,0.0,0.0,16
CASH_OUT,86886.08,59610.0,0.0,950875.2,1037761.25,20
PAYMENT,12107.21,0.0,0.0,0.0,0.0,6
PAYMENT,10515.7,0.0,0.0,0.0,0.0,20
TRANSFER,739168.94,208099.0,0.0,5103826.0,5842995.0,18
CASH_OUT,128095.38,272417.0,144321.62,49651.37,177746.75,15
PAYMENT,4529.42,0.0,0.0,0.0,0.0,19
CASH_IN,10030.87,12862.0,22892.87,78985.0,45322.83,11
CASH_IN,194471.98,17006168.0,17200640.0,3254845.5,3060373.5,11
PAYMENT,47280.15,0.0,0.0,0.0,0.0,0
PAYMENT,13064.43,0.0,0.0,0.0,0.0,19
PAYMENT,15509.06,657150.0,641640.94,0.0,0.0,21
CASH_OUT,17822.37,3393.0,0.0,135909.98,153732.36,14
CASH_OUT,59182.85,1523.0,0.0,697377.1,756559.94,19
CASH_IN,321587.1,8738.0,330325.1,141747.73,0.0,10
CASH_OUT,8748.54,0.0,0.0,135168.4,143916.95,23
CASH_IN,322102.53,18788000.0,19110102.0,11660149.0,11338046.0,10
CASH_OUT,412778.03,39514.0,0.0,0.0,412778.03,14
CASH_OUT,157754.89,15908.0,0.0,561718.1,719473.0,18
CASH_IN,214230.23,2680051.8,2894282.0,1207705.8,993475.56,10
PAYMENT,60625.79,99335.0,38709.21,0.0,0.0,11
CASH_OUT,432472.8,51337.0,0.0,0.0,432472.8,19
CASH_OUT,98315.2,8454.0,0.0,0.0,98315.2,20
CASH_OUT,10159.62,176906.0,166746.38,0.0,10159.62,10
PAYMENT,24045.55,31368.0,7322.45,0.0,0.0,16
CASH_OUT,333896.53,0.0,0.0,472295.44,806192.0,20
DEBIT,9519.46,156201.61,146682.16,250420.7,259940.16,10
CASH_IN,83364.84,99801.0,183165.84,0.0,0.0,18
CASH_OUT,59448.76,14383.0,0.0,1934508.2,1993957.0,21
CASH_IN,23129.28,5184556.5,5207686.0,155785.62,132656.34,13
CASH_IN,252044.98,5071644.5,5323689.5,1200189.9,948144.94,20
PAYMENT,38978.8,16367.0,0.0,0.0,0.0,14
CASH_IN,122637.12,519778.5,642415.6,424685.7,302048.56,16
PAYMENT,22821.86,11508.0,0.0,0.0,0.0,18
CASH_IN,95180.98,4653782.0,4748963.0,4790611.0,4695430.0,16
PAYMENT,1135.47,275195.06,274059.6,0.0,0.0,15
TRANSFER,218540.78,11455.0,0.0,26529.65,245070.44,11
CASH_OUT,138363.73,0.0,0.0,1206694.6,1345058.4,18
CASH_OUT,269984.88,16445.0,0.0,0.0,269984.88,17
CASH_OUT,132822.48,44614.18,0.0,1186841.0,1319663.5,17
CASH_OUT,43669.09,9329.0,0.0,0.0,43669.09,17
CASH_OUT,1662.32,0.0,0.0,49366.31,51028.62,12
PAYMENT,1375.22,0.0,0.0,0.0,0.0,13
PAYMENT,5142.81,44821.69,39678.88,0.0,0.0,16
CASH_IN,282858.03,12710.0,295568.03,0.0,0.0,12
PAYMENT,10816.42,0.0,0.0,0.0,0.0,19
PAYMENT,22151.82,0.0,0.0,0.0,0.0,18
PAYMENT,2745.9,50155.0,47409.1,0.0,0.0,10
CASH_OUT,112296.87,16491.0,0.0,0.0,89097.73,9
TRANSFER,615099.06,9749.0,0.0,631192.56,1246291.6,11
TRANSFER,386932.56,9130.0,0.0,1969596.8,2356529.2,13
CASH_IN,16348.56,2765601.2,2781949.8,748143.75,731795.2,10
CASH_IN,224332.58,8101172.5,8325505.0,477620.6,253288.03,18
CASH_IN,84098.48,270263.0,354361.47,0.0,0.0,18
CASH_OUT,69405.61,0.0,0.0,519779.75,589185.4,13
DEBIT,212.64,10008.0,9795.36,1786354.2,1786566.9,20
CASH_OUT,252366.3,0.0,0.0,713451.25,965817.56,13
CASH_OUT,66156.68,5596.0,0.0,2157331.0,2223487.8,20
TRANSFER,2159602.8,946245.0,0.0,0.0,2159602.8,11
CASH_OUT,125248.34,4269.0,0.0,5804574.0,5929822.5,13
DEBIT,33812.63,167569.0,133756.38,263343.0,252610.97,12
PAYMENT,2226.77,88003.47,85776.71,0.0,0.0,17
CASH_OUT,58144.97,121689.0,63544.03,7347508.0,7405653.0,13
CASH_IN,65005.2,2190511.0,2255516.2,448443.38,383438.16,20
PAYMENT,10915.77,36628.75,25712.98,0.0,0.0,17
TRANSFER,449013.38,0.0,0.0,1404425.8,1853439.1,19
PAYMENT,1911.06,3072.0,1160.94,0.0,0.0,19
CASH_OUT,344952.7,0.0,0.0,4746549.5,5091502.0,9
CASH_IN,324375.6,433.0,324808.6,841635.5,517259.94,12
CASH_OUT,42155.31,361029.84,318874.53,3242142.5,3026499.8,19
TRANSFER,7399387.0,11080.0,0.0,49045.96,7448433.0,9
PAYMENT,6371.32,6100.0,0.0,0.0,0.0,16
PAYMENT,2013.49,0.0,0.0,0.0,0.0,13
PAYMENT,14044.0,0.0,0.0,0.0,0.0,22
PAYMENT,10448.8,0.0,0.0,0.0,0.0,12
TRANSFER,1520220.0,0.0,0.0,3144238.2,4664458.0,21
CASH_OUT,349774.4,39890.0,0.0,2075202.4,2424976.8,18
TRANSFER,4009808.8,0.0,0.0,18050950.0,22060758.0,10
CASH_IN,209888.52,2445435.8,2655324.2,1255238.2,1045349.8,18
PAYMENT,24695.87,0.0,0.0,0.0,0.0,16
PAYMENT,10935.2,0.0,0.0,0.0,0.0,17
CASH_IN,305406.5,10503276.0,10808683.0,723086.6,417680.12,14
CASH_IN,337498.56,3047571.5,3385070.2,9813391.0,9475892.0,22
CASH_OUT,330723.94,198324.0,0.0,408639.5,739363.44,13
CASH_OUT,36232.64,0.0,0.0,1931500.9,1967733.5,22
TRANSFER,208962.34,2074.0,0.0,600186.25,809148.6,10
CASH_OUT,68114.88,0.0,0.0,1172610.4,1240725.2,13
TRANSFER,90777.66,0.0,0.0,3550390.0,3641167.8,22
CASH_OUT,114868.52,0.0,0.0,331928.56,446797.1,17
PAYMENT,5055.36,50472.0,45416.64,0.0,0.0,19
CASH_OUT,59689.38,0.0,0.0,5053609.5,5113299.0,14
CASH_OUT,140607.56,21115.0,0.0,53594.14,194201.7,10
PAYMENT,11978.29,21738.0,9759.71,0.0,0.0,14
CASH_OUT,39094.49,0.0,0.0,1090523.9,1129618.4,21
CASH_IN,19753.0,449549.3,469302.3,913313.9,893560.9,12
PAYMENT,10902.56,40526.98,29624.42,0.0,0.0,0
PAYMENT,2892.62,75444.94,72552.31,0.0,0.0,19
CASH_OUT,40105.02,11479.0,0.0,6042573.5,6082678.5,13
TRANSFER,427122.28,0.0,0.0,6684198.5,7111320.5,19
CASH_OUT,126341.47,157.0,0.0,279200.7,405542.16,14
CASH_OUT,60379.67,0.0,0.0,143838.55,204218.2,20
PAYMENT,50384.85,0.0,0.0,0.0,0.0,14
CASH_OUT,66934.66,32001.0,0.0,589332.25,656266.94,16
PAYMENT,5952.08,323171.0,317218.9,0.0,0.0,22
CASH_OUT,15095.56,0.0,0.0,122756.55,137852.11,9
CASH_IN,72075.77,4895878.0,4967953.5,543520.44,471444.62,20
PAYMENT,71368.46,0.0,0.0,0.0,0.0,12
CASH_OUT,371850.6,21484.0,0.0,527848.9,899699.44,15
CASH_OUT,80555.81,7289.0,0.0,1770037.4,1850593.2,19
PAYMENT,5160.61,13517.0,8356.39,0.0,0.0,18
CASH_IN,82155.53,59928.0,142083.53,1100738.5,1018582.94,11
CASH_OUT,135054.23,7029.0,0.0,1198364.9,1333419.1,18
CASH_IN,381966.53,8495035.0,8877002.0,474780.28,92813.73,15
CASH_OUT,491889.47,0.0,0.0,11376880.0,11868770.0,19
CASH_OUT,72857.16,9580.0,0.0,1343851.4,1476948.6,12
CASH_OUT,103157.44,2673.0,0.0,0.0,114652.83,17
PAYMENT,15101.33,51341.0,36239.67,0.0,0.0,16
PAYMENT,10883.85,0.0,0.0,0.0,0.0,11
CASH_OUT,480.56,0.0,0.0,53355.79,53836.35,17
CASH_OUT,582562.8,0.0,0.0,591450.56,1684929.9,9
PAYMENT,8937.62,0.0,0.0,0.0,0.0,9
CASH_IN,226796.56,426.0,227222.56,0.0,0.0,11
PAYMENT,7735.9,42410.03,34674.13,0.0,0.0,11
CASH_OUT,80919.85,32939.0,0.0,919841.6,1000761.5,16
PAYMENT,29220.1,0.0,0.0,0.0,0.0,19
CASH_OUT,99254.38,0.0,0.0,175171.38,274425.75,12
CASH_IN,82178.29,1132.0,83310.29,0.0,0.0,19
PAYMENT,20209.6,64139.0,43929.4,0.0,0.0,13
PAYMENT,12368.24,46882.0,34513.76,0.0,0.0,21
CASH_OUT,595555.4,0.0,0.0,675327.25,1270882.6,11
CASH_OUT,231014.36,794.0,0.0,29337.54,260351.9,14
CASH_OUT,104255.41,0.0,0.0,113423.46,217678.88,17
CASH_OUT,162157.61,16257.0,0.0,0.0,162157.61,10
CASH_IN,58820.66,546806.2,605626.9,196977.61,138156.95,18
PAYMENT,1839.81,0.0,0.0,0.0,0.0,18
CASH_IN,313833.7,2676118.0,2989951.8,1166460.8,852627.0,10
TRANSFER,11308.0,11308.0,0.0,0.0,0.0,9
CASH_OUT,91130.69,0.0,0.0,1087010.2,1178141.0,16
PAYMENT,22983.63,8845.0,0.0,0.0,0.0,10
CASH_OUT,219540.66,0.0,0.0,304198.66,523739.3,12
PAYMENT,8324.1,22361.0,14036.9,0.0,0.0,19
CASH_OUT,183909.53,51399.0,0.0,4157673.8,4341583.5,10
CASH_OUT,106999.89,19907.0,0.0,783561.3,890561.25,14
TRANSFER,822999.25,407824.0,0.0,1051391.8,1874391.0,18
PAYMENT,11778.1,0.0,0.0,0.0,0.0,13
CASH_IN,133468.5,1711.0,135179.5,2168327.0,2034858.4,16
CASH_IN,328599.72,853465.0,1182064.8,1688029.6,1359429.9,20
PAYMENT,8415.03,260266.69,251851.66,0.0,0.0,14
CASH_OUT,232569.94,29983.0,0.0,1038219.7,1270789.6,14
CASH_OUT,301972.5,204180.0,0.0,50452.96,352425.44,10
TRANSFER,240197.88,0.0,0.0,1078222.8,1318420.6,17
CASH_OUT,158028.53,0.0,0.0,727195.25,885223.75,19
PAYMENT,6261.61,0.0,0.0,0.0,0.0,20
PAYMENT,5527.85,0.0,0.0,0.0,0.0,17
PAYMENT,48898.48,13536.0,0.0,0.0,0.0,17
PAYMENT,30257.46,90269.0,60011.54,0.0,0.0,13
PAYMENT,14099.14,0.0,0.0,0.0,0.0,14
TRANSFER,529243.6,30618.0,0.0,974262.75,1503506.4,18
PAYMENT,13589.54,0.0,0.0,0.0,0.0,16
CASH_IN,295377.66,4651.0,300028.66,17952874.0,17657496.0,10
CASH_OUT,233636.16,36028.0,0.0,0.0,233636.16,13
CASH_OUT,543878.3,0.0,0.0,4544209.0,5088087.5,9
CASH_OUT,405084.9,0.0,0.0,1726969.0,2132054.0,14
TRANSFER,479291.6,0.0,0.0,3518826.2,3998118.0,9
CASH_OUT,60818.62,10108.0,0.0,792596.56,853415.1,11
CASH_OUT,5952739.5,5952739.5,0.0,26300.83,5979040.0,20
CASH_OUT,138100.2,0.0,0.0,590202.0,728302.25,13
PAYMENT,10440.44,28553.56,18113.11,0.0,0.0,11
CASH_OUT,51919.45,0.0,0.0,795167.2,847086.6,11
PAYMENT,7452.64,733.0,0.0,0.0,0.0,11
PAYMENT,20421.56,0.0,0.0,0.0,0.0,18
CASH_OUT,53285.07,0.0,0.0,145327.81,198612.88,11
PAYMENT,7723.88,49665.0,41941.12,0.0,0.0,20
TRANSFER,687656.8,971.0,0.0,461.73,688118.56,10
TRANSFER,277057.0,0.0,0.0,973370.06,1250427.1,13
CASH_IN,223690.02,6009173.0,6232863.0,503670.22,279980.22,10
CASH_IN,275457.44,8223983.5,8499441.0,1004633.6,729176.1,13
CASH_IN,187807.45,5487655.5,5675463.0,7582851.0,7395043.5,17
CASH_IN,48724.34,408.0,49132.34,162063.48,113339.16,17
PAYMENT,10719.07,66794.22,56075.15,0.0,0.0,11
PAYMENT,11889.71,6092.0,0.0,0.0,0.0,16
CASH_OUT,48333.18,0.0,0.0,2426327.8,2474661.0,21
CASH_OUT,7420.7,0.0,0.0,132078.77,139499.47,20
TRANSFER,301369.6,0.0,0.0,2153261.0,2454630.8,12
CASH_OUT,279009.88,0.0,0.0,352795.16,963111.06,13
TRANSFER,338580.06,0.0,0.0,1085749.8,1424329.9,10
CASH_OUT,41521.51,0.0,0.0,64586.39,106107.9,18
PAYMENT,7347.61,0.0,0.0,0.0,0.0,0
CASH_OUT,235663.06,99958.0,0.0,7120405.0,7356068.0,17
PAYMENT,13443.56,19222.27,5778.71,0.0,0.0,19
CASH_OUT,367856.7,0.0,0.0,1823646.6,2191503.2,10
TRANSFER,1137899.8,633.0,0.0,502563.6,1640463.2,12
CASH_OUT,91586.69,198387.0,106800.31,74122.55,165709.23,18
CASH_OUT,138197.45,0.0,0.0,894336.0,1032533.5,10
PAYMENT,6746.63,115157.52,108410.89,0.0,0.0,18
CASH_IN,178015.44,29615.0,207630.44,243829.81,65814.4,13
PAYMENT,9009.99,122328.37,113318.38,0.0,0.0,0
CASH_IN,5385.85,19613800.0,19619184.0,171136.55,165750.7,21
PAYMENT,17718.77,737.0,0.0,0.0,0.0,12
PAYMENT,19929.44,238125.0,218195.56,0.0,0.0,18
TRANSFER,880533.25,0.0,0.0,1973843.8,2854377.0,12
PAYMENT,29642.65,50122.0,20479.35,0.0,0.0,11
PAYMENT,14345.74,283133.38,268787.62,0.0,0.0,19
CASH_OUT,149437.7,52763.0,0.0,12688330.0,12837768.0,9
PAYMENT,8220.54,0.0,0.0,0.0,0.0,18
PAYMENT,7192.93,0.0,0.0,0.0,0.0,19
CASH_OUT,7984.96,31885.0,23900.04,862019.75,870004.7,21
CASH_OUT,240984.7,30980.0,0.0,2018229.6,2259214.2,14
PAYMENT,276.66,200687.0,200410.34,0.0,0.0,11
CASH_IN,323368.88,4101329.8,4424698.5,891457.6,568088.75,15
TRANSFER,333209.34,43667.0,0.0,0.0,492547.1,19
PAYMENT,17208.85,336.0,0.0,0.0,0.0,11
TRANSFER,570044.25,1072.0,0.0,292546.0,862590.25,19
CASH_OUT,365441.2,26974.0,0.0,0.0,365441.2,17
CASH_OUT,5951.58,0.0,0.0,435755.5,441707.1,14
PAYMENT,20076.57,2562.0,0.0,0.0,0.0,10
CASH_OUT,306571.38,0.0,0.0,4637395.0,4925597.0,12
CASH_OUT,28713.69,59430.0,30716.31,0.0,28713.69,20
CASH_OUT,129928.09,0.0,0.0,1814072.6,1944000.6,11
TRANSFER,1232117.5,0.0,0.0,3761066.0,4993183.5,21
TRANSFER,67389.85,0.0,0.0,1029196.25,1096586.1,15
CASH_IN,15659.4,3156756.0,3172415.2,1521990.6,1506331.2,21
CASH_OUT,225969.45,21517.0,0.0,779400.2,1005369.6,20
CASH_IN,129648.96,16500302.0,16629951.0,872984.6,352024.0,19
PAYMENT,5055.32,0.0,0.0,0.0,0.0,19
PAYMENT,1227.98,0.0,0.0,0.0,0.0,15
TRANSFER,1516177.2,0.0,0.0,1988304.0,3504481.2,10
CASH_OUT,429933.56,4033.0,0.0,273948.56,703882.1,11
CASH_OUT,229159.77,0.0,0.0,951102.44,1180262.2,13
CASH_IN,172604.64,2145223.8,2317828.2,973361.25,800756.6,10
PAYMENT,26969.29,206991.0,180021.7,0.0,0.0,23
CASH_OUT,86208.29,0.0,0.0,2039488.0,2125696.2,16
CASH_OUT,131574.1,86695.0,0.0,150662.36,282236.44,15
PAYMENT,9324.53,54505.15,45180.62,0.0,0.0,13
CASH_OUT,388430.56,16715.0,0.0,91596.16,480026.72,18
CASH_OUT,222618.77,31140.0,0.0,2827.47,225446.23,20
PAYMENT,4625.23,142599.0,137973.77,0.0,0.0,19
CASH_IN,42597.1,7062771.5,7105368.5,2936689.0,2894091.8,12
CASH_OUT,26679.55,0.0,0.0,3972660.8,3999340.2,13
PAYMENT,9378.77,678.0,0.0,0.0,0.0,19
CASH_IN,2439.84,714374.7,716814.5,10547.1,8107.26,20
PAYMENT,18617.3,0.0,0.0,0.0,0.0,20
CASH_OUT,228742.16,29247.0,0.0,111107.62,339849.78,20
CASH_OUT,48466.39,0.0,0.0,5916554.0,5965020.0,13
CASH_IN,27977.26,1678495.2,1706472.5,1117601.9,1089624.6,0
PAYMENT,27690.45,65500.41,37809.96,0.0,0.0,7
CASH_OUT,99543.98,35106.0,0.0,49890.9,149434.88,9
CASH_IN,129843.38,485816.44,615659.8,1450699.6,1320856.2,20
PAYMENT,11265.12,0.0,0.0,0.0,0.0,7
PAYMENT,20562.05,0.0,0.0,0.0,0.0,15
CASH_IN,90203.89,2469797.8,2560001.5,392580.94,302377.06,19
PAYMENT,1290.47,4616.0,3325.53,0.0,0.0,18
CASH_IN,62135.9,11579.0,73714.9,669546.5,607410.6,18
CASH_OUT,148477.98,43229.0,0.0,0.0,148477.98,19
TRANSFER,1382164.0,3097.0,0.0,3195117.2,4577281.5,17
CASH_IN,156132.52,781525.2,937657.7,259767.88,103635.35,19
PAYMENT,1460.34,10323.0,8862.66,0.0,0.0,17
CASH_OUT,160022.36,0.0,0.0,846175.0,1006197.4,14
PAYMENT,11928.47,56920.0,44991.53,0.0,0.0,18
CASH_IN,282516.12,11096.0,293612.12,1433724.5,1151208.4,16
CASH_IN,49415.62,611232.4,660648.0,689616.25,640200.6,16
TRANSFER,665219.25,41401.0,0.0,10285444.0,10950664.0,16
CASH_IN,157869.2,9704377.0,9862246.0,963815.44,805946.25,18
CASH_IN,72950.46,5656209.5,5729160.0,622297.44,549346.94,14
TRANSFER,239556.06,49576.0,0.0,0.0,239556.06,20
CASH_OUT,505352.56,5596.0,0.0,0.0,922127.4,12
CASH_OUT,179872.05,14164.0,0.0,401265.28,581137.3,13
CASH_OUT,377725.1,0.0,0.0,2151922.8,2529647.8,11
CASH_OUT,248939.52,0.0,0.0,501300.7,750240.2,15
CASH_IN,211386.08,8467374.0,8678761.0,553737.94,342351.88,18
CASH_OUT,215169.06,0.0,0.0,3893269.8,4108438.8,18
CASH_OUT,9600.84,301.0,0.0,156247.06,165847.92,10
PAYMENT,17710.5,47976.0,30265.5,0.0,0.0,23
CASH_OUT,23904.77,0.0,0.0,4722325.0,4746230.0,11
PAYMENT,3159.19,189.0,0.0,0.0,0.0,20
PAYMENT,3386.82,52008.0,48621.18,0.0,0.0,20
CASH_IN,321403.94,43914.0,365317.94,0.0,0.0,14
CASH_OUT,54967.64,56232.0,1264.36,109935.87,164903.52,20
PAYMENT,38008.23,242994.94,204986.7,0.0,0.0,12
CASH_OUT,351669.44,0.0,0.0,1836858.8,2188528.2,11
PAYMENT,23220.2,0.0,0.0,0.0,0.0,13
CASH_IN,109594.03,3940442.8,4050036.8,1302778.5,1193184.5,14
CASH_IN,49801.79,3761198.0,3810999.8,164503.98,114702.19,9
CASH_OUT,438232.03,11197.0,0.0,4377471.0,4815703.0,10
CASH_OUT,133544.12,0.0,0.0,183742.72,317286.84,20
CASH_IN,117526.22,8961875.0,9079401.0,2695639.2,2578113.0,13
CASH_OUT,102289.11,21829.44,0.0,497310.97,599600.06,20
TRANSFER,1579878.2,59115.0,0.0,445466.66,2025344.9,11
CASH_IN,178203.89,64315.0,242518.89,0.0,0.0,18
PAYMENT,20497.68,0.0,0.0,0.0,0.0,9
CASH_OUT,688830.25,25261.0,0.0,377990.4,1066820.6,16
CASH_IN,44602.48,11028834.0,11073436.0,1418949.1,1374346.8,12
CASH_OUT,473428.97,0.0,0.0,558928.44,1032357.44,16
PAYMENT,47510.18,0.0,0.0,0.0,0.0,22
CASH_OUT,25273.23,0.0,0.0,1079967.2,1105240.4,15
TRANSFER,1671884.4,13576.62,0.0,1725930.2,3397814.8,9
CASH_IN,312476.8,2765.0,315241.8,1345882.4,1033405.56,18
PAYMENT,11797.17,8573.0,0.0,0.0,0.0,12
CASH_OUT,1270.96,0.0,0.0,3847889.5,3849160.5,17
PAYMENT,36328.28,552.0,0.0,0.0,0.0,9
CASH_IN,143088.27,7620723.0,7763811.0,704666.7,561578.44,18
CASH_OUT,54590.01,0.0,0.0,100751.49,155341.5,10
CASH_IN,69694.17,72833.0,142527.17,216347.25,146653.1,13
CASH_OUT,68249.17,4028.0,0.0,250367.89,318617.06,20
CASH_OUT,446181.2,11311.0,0.0,769193.25,810394.1,19
CASH_OUT,51582.46,0.0,0.0,1445902.8,1497485.2,19
CASH_IN,162038.12,4145.0,166183.12,202335.88,40297.74,16
CASH_IN,111554.89,9374929.0,9486484.0,981293.94,869739.06,13
PAYMENT,76058.07,698861.0,622802.94,0.0,0.0,12
CASH_IN,144573.45,7682329.5,7826903.0,959364.9,814791.44,11
CASH_OUT,184793.92,0.0,0.0,2710845.8,2895639.8,1
CASH_OUT,202193.12,176956.0,0.0,0.0,202193.12,21
CASH_IN,165064.83,4961714.0,5126779.0,429426.2,264361.34,20
PAYMENT,32558.31,0.0,0.0,0.0,0.0,23
PAYMENT,6549.07,0.0,0.0,0.0,0.0,15
CASH_OUT,211006.28,403035.12,192028.83,821180.5,1032186.75,9
CASH_IN,250987.78,32329.0,283316.78,0.0,0.0,15
PAYMENT,6211.44,5092.0,0.0,0.0,0.0,23
CASH_IN,70458.24,3886565.2,3957023.5,2245817.5,2175359.2,11
CASH_OUT,107449.84,0.0,0.0,4622671.0,4730121.0,20
CASH_OUT,51465.62,10739.0,0.0,0.0,51465.62,16
CASH_IN,216878.66,464.0,217342.66,28190.22,0.0,20
CASH_IN,1128.27,24228912.0,24230042.0,916366.2,915237.94,14
CASH_OUT,197221.48,0.0,0.0,797191.5,994413.0,1
PAYMENT,3817.88,0.0,0.0,0.0,0.0,16
CASH_OUT,143527.84,0.0,0.0,1986387.6,2129915.5,19
CASH_OUT,77964.37,0.0,0.0,2666853.0,2744817.2,22
PAYMENT,1934.31,233071.98,231137.69,0.0,0.0,12
PAYMENT,8203.25,0.0,0.0,0.0,0.0,0
PAYMENT,8946.56,97223.66,88277.1,0.0,0.0,16
CASH_OUT,7724.53,31170.0,23445.47,0.0,7724.53,14
CASH_OUT,212128.53,0.0,0.0,5185365.5,5397494.0,16
CASH_OUT,444001.44,411160.0,0.0,130481.57,574483.0,13
CASH_OUT,79442.33,1198.0,0.0,2599800.0,2679242.2,19
CASH_OUT,170829.72,0.0,0.0,698365.5,869195.2,18
PAYMENT,16857.73,50284.0,33426.27,0.0,0.0,21
CASH_OUT,48909.36,0.0,0.0,258337.94,307247.3,14
CASH_OUT,151232.38,24531.77,0.0,1739192.5,1890424.9,12
CASH_OUT,493668.66,174162.0,0.0,4546.48,498215.12,16
PAYMENT,14587.03,0.0,0.0,0.0,0.0,11
PAYMENT,10045.34,30720.0,20674.66,0.0,0.0,20
CASH_OUT,44030.59,0.0,0.0,55689.08,99719.67,20
CASH_IN,493.61,0.0,493.61,180798.1,180304.48,12
CASH_IN,37547.44,11960.0,49507.44,0.0,0.0,19
CASH_IN,68915.01,2236.0,71151.01,36099.0,149247.23,13
PAYMENT,4635.1,21617.0,16981.9,0.0,0.0,20
CASH_OUT,285233.2,0.0,0.0,0.0,189110.69,16
CASH_OUT,87522.14,51236.0,0.0,629655.6,717177.8,19
CASH_IN,219092.36,3962920.5,4182012.8,441673.47,222581.11,12
