type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,isFraud
TRANSFER,2622803.0,0.0,0.0,3785713.8,6408516.5,21,0
TRANSFER,1461576.4,0.0,0.0,3311784.8,4773361.5,11,0
CASH_OUT,261903.1,42278.0,0.0,0.0,261903.1,10,0
PAYMENT,35038.06,110818.45,75780.39,0.0,0.0,20,0
CASH_OUT,122102.58,0.0,0.0,1808480.8,1930583.2,20,0
CASH_OUT,331761.03,88.0,0.0,112135.61,443896.62,19,0
CASH_OUT,198409.53,0.0,0.0,662012.0,860421.5,20,0
CASH_OUT,275148.62,0.0,0.0,1173335.1,1448483.8,19,0
CASH_OUT,193317.66,0.0,0.0,778328.6,971646.25,17,0
TRANSFER,1847585.6,43980.0,0.0,161415.86,2009001.4,18,0
TRANSFER,111254.69,9951.0,0.0,1302052.5,1413307.1,10,0
CASH_IN,17998.35,4723566.5,4741564.5,383490.56,365492.22,21,0
CASH_IN,100978.54,6172850.0,6273829.0,3298109.8,3197131.2,16,0
PAYMENT,14967.9,2136.0,0.0,0.0,0.0,11,0
PAYMENT,3206.27,19279.0,16072.73,0.0,0.0,19,0
PAYMENT,8141.87,216376.0,208234.12,0.0,0.0,23,0
PAYMENT,39532.38,8.22,0.0,0.0,0.0,11,0
PAYMENT,9688.85,67514.47,57825.61,0.0,0.0,9,0
PAYMENT,27392.93,0.0,0.0,0.0,0.0,16,0
CASH_OUT,233723.12,104347.0,0.0,0.0,273852.03,11,0
CASH_IN,219020.95,7895675.5,8114696.5,741619.94,522599.0,13,0
PAYMENT,3768.05,0.0,0.0,0.0,0.0,16,0
TRANSFER,2157818.8,15762.0,0.0,3109132.5,5266951.5,9,0
PAYMENT,14660.68,60445.0,45784.32,0.0,0.0,22,0
CASH_OUT,311125.56,0.0,0.0,2072320.2,2383445.8,11,0
CASH_IN,21740.4,33090.0,54830.4,1397497.5,1609690.0,19,0
CASH_OUT,204185.1,11339.0,0.0,0.0,204185.1,20,0
PAYMENT,49193.24,0.0,0.0,0.0,0.0,21,0
TRANSFER,280392.8,0.0,0.0,542170.1,822562.94,13,0
CASH_OUT,346321.38,276922.62,0.0,5516664.0,6847756.0,9,0
PAYMENT,5987.28,0.0,0.0,0.0,0.0,18,0
PAYMENT,8124.38,0.0,0.0,0.0,0.0,12,0
PAYMENT,1410.07,8332.0,6921.93,0.0,0.0,21,0
CASH_OUT,222585.16,28135.0,0.0,0.0,222585.16,18,0
TRANSFER,729337.25,0.0,0.0,2713378.2,3442715.5,21,0
CASH_OUT,142931.97,0.0,0.0,761307.75,904239.7,11,0
PAYMENT,2085.59,105046.0,102960.41,0.0,0.0,21,0
PAYMENT,30882.79,0.0,0.0,0.0,0.0,16,0
CASH_OUT,392421.84,0.0,0.0,613223.0,1005644.8,14,0
PAYMENT,6600.88,0.0,0.0,0.0,0.0,23,0
CASH_IN,35006.87,4726453.0,4761460.0,119811.0,84804.13,9,0
CASH_IN,162219.34,6363958.0,6526177.5,403997.7,241778.31,13,0
PAYMENT,21660.63,0.0,0.0,0.0,0.0,10,0
CASH_IN,177485.72,10523002.0,10700487.0,353467.84,175982.11,11,0
CASH_IN,12759.81,2318472.8,2331232.5,1597659.9,1584900.0,11,0
CASH_OUT,58783.38,0.0,0.0,4351943.5,4410726.5,12,0
PAYMENT,4044.53,99408.0,95363.47,0.0,0.0,20,0
CASH_IN,31689.09,1226636.4,1258325.5,1140430.9,1108741.8,19,0
CASH_OUT,125665.81,0.0,0.0,1823861.8,2384428.8,11,0
CASH_IN,367757.22,3269999.0,3637756.2,1091187.0,724112.2,18,0
CASH_OUT,70048.74,5676.0,0.0,61573.27,131622.02,15,0
TRANSFER,4737165.0,0.0,0.0,7270365.0,12007530.0,21,0
PAYMENT,3429.64,11271.0,7841.36,0.0,0.0,21,0
CASH_IN,83506.85,26195122.0,26278630.0,5967482.0,5883975.0,16,0
PAYMENT,12077.06,19926.0,7848.94,0.0,0.0,18,0
PAYMENT,12248.05,25127.0,12878.95,0.0,0.0,21,0
CASH_OUT,14867.65,7003.0,0.0,34069.16,48936.8,11,0
TRANSFER,2542707.8,0.0,0.0,2698461.5,5241169.0,14,0
PAYMENT,1884.54,0.0,0.0,0.0,0.0,20,0
TRANSFER,21564.91,0.0,0.0,668450.9,690015.8,19,0
CASH_OUT,359664.84,1202.0,0.0,7007775.0,7367440.0,18,0
PAYMENT,6188.07,0.0,0.0,0.0,0.0,18,0
CASH_IN,74010.33,9685040.0,9759050.0,5613800.0,5539790.0,18,0
PAYMENT,16781.48,592090.6,575309.1,0.0,0.0,19,0
PAYMENT,1586.87,20490.55,18903.67,0.0,0.0,13,0
TRANSFER,285975.0,96899.0,0.0,3173102.0,3459077.0,19,0
PAYMENT,11489.99,20621.0,9131.01,0.0,0.0,20,0
CASH_OUT,103081.75,654.0,0.0,324376.0,28228.98,19,0
CASH_IN,242332.94,11631.0,253963.94,172317.56,0.0,19,0
CASH_IN,132586.0,160.0,132746.0,0.0,0.0,19,0
PAYMENT,19636.66,326759.0,307122.34,0.0,0.0,19,0
PAYMENT,6412.66,247244.94,240832.27,0.0,0.0,12,0
PAYMENT,29925.53,0.0,0.0,0.0,0.0,15,0
CASH_OUT,93902.23,0.0,0.0,903482.44,1119191.9,19,0
CASH_IN,320947.53,1227.0,322174.53,3688962.8,3368015.2,14,0
CASH_IN,15415.6,6237026.0,6252441.5,848456.3,833040.75,18,0
CASH_IN,155152.12,8308155.5,8463308.0,1262166.8,1107014.6,11,0
CASH_IN,209231.11,124510.0,333741.12,50796.2,0.0,10,0
CASH_IN,71350.73,2688985.8,2760336.5,3102964.8,3031614.0,10,0
CASH_OUT,125039.39,30505.0,0.0,485379.84,478296.44,20,0
PAYMENT,8666.61,39296.41,30629.8,0.0,0.0,20,0
PAYMENT,9884.57,0.0,0.0,0.0,0.0,20,0
CASH_IN,311232.22,11458.0,322690.22,3456399.0,3145166.8,13,0
CASH_OUT,123182.05,0.0,0.0,170528.89,293710.94,20,0
CASH_IN,137536.81,1581605.0,1719141.8,1273531.1,1135994.2,13,0
PAYMENT,10649.25,16502.13,5852.88,0.0,0.0,18,0
PAYMENT,17223.07,9625.0,0.0,0.0,0.0,9,0
TRANSFER,54566.35,36987.0,0.0,500021.12,554587.5,20,0
CASH_OUT,144323.56,0.0,0.0,960404.8,1214258.2,19,0
PAYMENT,3538.69,0.0,0.0,0.0,0.0,10,0
PAYMENT,1118.28,367204.0,366085.72,0.0,0.0,19,0
CASH_IN,234836.95,30476.0,265312.97,281587.94,46750.98,20,0
CASH_IN,223272.7,21041994.0,21265266.0,541205.06,317932.34,10,0
CASH_OUT,1252.39,0.0,0.0,863887.06,865139.5,9,0
CASH_OUT,254650.8,158775.0,0.0,325356.53,580007.3,15,0
PAYMENT,510.48,0.0,0.0,0.0,0.0,16,0
PAYMENT,6062.68,23017.0,16954.32,0.0,0.0,9,0
PAYMENT,5754.53,346.0,0.0,0.0,0.0,23,0
CASH_OUT,272268.03,0.0,0.0,546483.94,818751.94,10,0
CASH_OUT,657.22,30162.0,29504.78,75622.72,76279.95,15,0
CASH_IN,58746.78,2878668.5,2937415.2,17840776.0,17782028.0,9,0
CASH_OUT,21963.79,59984.0,38020.21,316207.0,338170.78,15,0
PAYMENT,11790.74,30910.0,19119.26,0.0,0.0,13,0
CASH_OUT,128088.7,252125.95,124037.25,4044380.0,4172468.5,17,0
PAYMENT,18790.56,19859.0,1068.44,0.0,0.0,18,0
PAYMENT,2943.09,244520.31,241577.23,0.0,0.0,16,0
CASH_OUT,309469.72,21582.0,0.0,0.0,309469.72,13,0
PAYMENT,906.35,0.0,0.0,0.0,0.0,15,0
CASH_OUT,164495.53,55570.0,0.0,0.0,164495.53,13,0
CASH_IN,191648.77,2877804.0,3069452.8,2672123.0,2480474.2,22,0
CASH_IN,51235.38,23518.0,74753.38,26790892.0,26739656.0,20,0
PAYMENT,1779.42,0.0,0.0,0.0,0.0,13,0
CASH_OUT,239386.45,0.0,0.0,742717.5,982104.0,23,0
CASH_IN,468862.2,1544519.4,2013381.5,705585.9,236723.7,20,0
CASH_IN,1393.65,50677.0,52070.65,280067.2,278673.53,20,0
PAYMENT,14626.18,20343.0,5716.82,0.0,0.0,18,0
CASH_OUT,234060.5,30951.0,0.0,2289374.8,2523435.2,17,0
CASH_OUT,115481.46,55235.0,0.0,233373.25,485031.62,16,0
CASH_IN,430020.4,1421756.0,1851776.5,1155812.4,876251.7,18,0
CASH_OUT,189800.2,20452.0,0.0,77285.08,195111.05,14,0
CASH_IN,68356.02,21034.0,89390.02,0.0,0.0,13,0
CASH_IN,491756.7,6311664.0,6803421.0,6223304.0,5731547.5,13,0
CASH_OUT,51685.09,0.0,0.0,2965144.2,3016829.2,13,0
CASH_IN,248249.73,6365734.5,6613984.5,3197177.0,2948927.2,12,0
PAYMENT,10545.03,142154.0,131608.97,0.0,0.0,19,0
CASH_OUT,206218.8,50883.0,0.0,0.0,206218.8,16,0
CASH_OUT,198794.88,0.0,0.0,3076466.2,3277009.0,12,0
TRANSFER,1123969.2,189567.0,0.0,0.0,1123969.2,13,0
TRANSFER,899105.94,0.0,0.0,1773545.8,2672651.8,20,0
CASH_OUT,137077.52,0.0,0.0,1535079.6,1861844.5,10,0
PAYMENT,1492.35,0.0,0.0,0.0,0.0,19,0
CASH_OUT,112011.54,30133.0,0.0,5390451.0,5502463.0,17,0
CASH_IN,276960.12,4530.0,281490.12,501341.44,224381.3,15,0
CASH_OUT,50614.23,35134.0,0.0,804713.75,855328.0,18,0
PAYMENT,17150.89,61637.88,44486.99,0.0,0.0,1,0
PAYMENT,8505.87,14241.0,5735.13,0.0,0.0,15,0
TRANSFER,99046.11,0.0,0.0,175049.69,274095.78,0,0
CASH_OUT,18392.91,33012.0,14619.09,0.0,18392.91,20,0
CASH_IN,338994.4,1773435.2,2112429.8,1220879.8,881885.4,12,0
CASH_OUT,149201.75,0.0,0.0,2205930.2,2355132.0,15,0
PAYMENT,10871.65,50134.0,39262.35,0.0,0.0,17,0
PAYMENT,1443.14,26391.18,24948.04,0.0,0.0,17,0
CASH_OUT,245207.89,22443.0,0.0,222524.73,467732.62,11,0
PAYMENT,15467.17,101961.0,86493.83,0.0,0.0,12,0
PAYMENT,11061.18,97501.38,86440.2,0.0,0.0,21,0
PAYMENT,6485.68,0.0,0.0,0.0,0.0,15,0
PAYMENT,3722.43,12265.0,8542.57,0.0,0.0,11,0
CASH_IN,17858.42,14042818.0,14060676.0,6403561.0,6385702.5,17,0
PAYMENT,10273.54,262595.62,252322.06,0.0,0.0,17,0
CASH_IN,109244.4,6893442.0,7002686.5,460215.22,350970.84,21,0
PAYMENT,163.11,28122.0,27958.89,0.0,0.0,14,0
DEBIT,3412.8,0.0,0.0,961263.1,964675.94,17,0
CASH_OUT,146153.64,10268.0,0.0,180294.4,326448.06,20,0
DEBIT,2635.6,511.0,0.0,50371.02,53006.63,23,0
DEBIT,2466.41,60880.0,58413.59,1150333.1,1152799.5,9,0
CASH_OUT,28938.67,91529.0,62590.33,0.0,28938.67,20,0
PAYMENT,2524.73,11316.0,8791.27,0.0,0.0,18,0
PAYMENT,17118.53,53859.14,36740.61,0.0,0.0,14,0
PAYMENT,934.68,3120.0,2185.32,0.0,0.0,17,0
CASH_OUT,57299.11,0.0,0.0,3815598.0,3872897.0,21,0
CASH_OUT,108096.14,0.0,0.0,2287258.5,2395354.5,9,0
TRANSFER,394078.88,52456.0,0.0,0.0,394078.88,19,0
PAYMENT,9858.8,31532.0,21673.2,0.0,0.0,9,0
CASH_OUT,220460.44,0.0,0.0,953921.7,1174382.1,11,0
CASH_OUT,536584.2,9119.0,0.0,1125869.5,1662453.8,17,0
TRANSFER,3952693.8,0.0,0.0,8339990.5,12292684.0,17,0
PAYMENT,12178.77,14153.0,1974.23,0.0,0.0,17,0
TRANSFER,355569.06,0.0,0.0,1177936.9,1533505.9,16,0
PAYMENT,9002.71,0.0,0.0,0.0,0.0,17,0
PAYMENT,1709.05,14059.0,12349.95,0.0,0.0,19,0
CASH_OUT,7697.02,17008.0,9310.98,57919.67,65616.69,15,0
CASH_OUT,123985.3,70587.0,0.0,3252479.5,3450828.5,12,0
CASH_OUT,756865.0,67485.0,0.0,866439.1,3980540.5,10,0
PAYMENT,9164.89,104276.22,95111.33,0.0,0.0,13,0
CASH_OUT,378040.3,299638.0,0.0,1421081.1,1799121.4,10,0
CASH_IN,482750.66,241689.0,724439.7,983071.4,500320.72,12,0
CASH_OUT,227050.17,28284.52,0.0,0.0,227050.17,14,0
TRANSFER,706418.75,6006.0,0.0,0.0,706418.75,15,0
TRANSFER,413579.75,0.0,0.0,1393272.5,1806852.2,18,0
CASH_OUT,250208.2,45716.0,0.0,402664.97,775295.2,15,0
PAYMENT,44801.34,809.23,0.0,0.0,0.0,10,0
CASH_IN,238161.36,9800273.0,10038434.0,7256128.0,7017966.5,16,0
CASH_IN,122381.21,3496395.2,3618776.5,129704.03,7322.82,16,0
PAYMENT,16832.33,0.0,0.0,0.0,0.0,10,0
CASH_IN,175007.1,12587653.0,12587653.0,12587653.0,22590474.0,8,0
CASH_OUT,52049.34,0.0,0.0,3796508.5,3848557.8,11,0
PAYMENT,7260.95,10517.0,3256.05,0.0,0.0,12,0
CASH_OUT,167178.08,0.0,0.0,198623.88,365801.97,9,0
CASH_OUT,265759.6,50693.0,0.0,1160788.0,1322231.1,19,0
TRANSFER,231539.27,0.0,0.0,618425.4,849964.6,17,0
CASH_OUT,52028.99,30346.48,0.0,618435.5,761782.06,19,0
CASH_IN,333067.5,236.0,333303.5,0.0,0.0,11,0
CASH_OUT,37833.88,65557.0,27723.12,276696.53,314530.4,21,0
CASH_IN,28695.98,4180292.2,4208988.0,2106727.0,2078031.0,11,0
CASH_IN,307637.44,34980.0,342617.44,1026734.75,719097.25,20,0
PAYMENT,16411.79,103609.0,87197.21,0.0,0.0,20,0
PAYMENT,27961.43,0.0,0.0,0.0,0.0,13,0
PAYMENT,21985.96,349759.0,327773.06,0.0,0.0,20,0
CASH_IN,83365.73,5750893.5,5834259.0,166302.9,82937.17,22,0
PAYMENT,10427.72,559521.8,549094.06,0.0,0.0,20,0
CASH_IN,147699.7,1141956.5,1289656.2,3425937.8,3278238.0,11,0
PAYMENT,2586.59,212448.12,209861.53,0.0,0.0,21,0
CASH_IN,86777.97,6097291.0,6184069.0,163902.77,77124.8,14,0
CASH_OUT,42109.25,31004.0,0.0,267245.62,309354.88,18,0
CASH_OUT,319206.44,2052.0,0.0,119408.77,438615.22,17,0
PAYMENT,44606.91,61596.0,16989.09,0.0,0.0,11,0
CASH_OUT,109268.38,1943.0,0.0,0.0,109268.38,21,0
CASH_OUT,73352.3,0.0,0.0,531838.6,605190.94,19,0
CASH_OUT,127108.52,389.0,0.0,3069046.5,3196155.0,19,0
PAYMENT,16417.37,0.0,0.0,0.0,0.0,20,0
CASH_OUT,334157.53,92860.07,0.0,347157.1,681314.6,12,0
CASH_OUT,13634.53,0.0,0.0,1679390.6,1693025.2,11,0
CASH_OUT,194382.42,0.0,0.0,583293.06,777675.5,14,0
CASH_OUT,123888.16,42689.0,0.0,2855184.8,2979072.8,15,0
CASH_OUT,40443.57,41697.0,1253.43,0.0,40443.57,20,0
CASH_OUT,343872.6,11292.0,0.0,594006.5,937879.06,18,0
CASH_OUT,230453.4,0.0,0.0,1105078.8,1335532.1,17,0
CASH_OUT,191894.7,0.0,0.0,885899.6,1077794.4,21,0
CASH_OUT,293290.78,20597.0,0.0,365430.0,658720.8,13,0
CASH_OUT,149441.31,0.0,0.0,1097799.5,1247240.8,19,0
CASH_OUT,70062.74,299016.0,228953.27,43112.63,113175.38,16,0
DEBIT,15642.25,0.0,0.0,259075.38,274717.62,18,0
CASH_IN,74880.82,8117335.5,8192216.0,236580.95,161700.12,18,0
CASH_OUT,195442.55,0.0,0.0,1851367.1,2061164.6,10,0
CASH_OUT,313774.03,304836.0,0.0,1999531.5,2313305.5,17,0
CASH_OUT,26854.76,0.0,0.0,2194504.8,2221359.5,16,0
CASH_IN,49596.64,889.0,50485.64,4155949.0,4106352.2,20,0
CASH_IN,58073.31,203.0,58276.31,0.0,0.0,22,0
CASH_IN,176045.34,20269.0,196314.34,2166406.2,1990361.0,14,0
CASH_IN,37916.07,16483.0,54399.07,138423.0,100506.93,10,0
CASH_OUT,239852.48,168502.0,0.0,1715708.0,1955560.5,20,0
CASH_OUT,304779.38,545347.0,240567.62,1811114.5,2115893.8,11,0
PAYMENT,2218.96,33004.0,30785.04,0.0,0.0,11,0
PAYMENT,65779.21,0.0,0.0,0.0,0.0,20,0
CASH_OUT,189331.17,63008.0,0.0,0.0,189331.17,18,0
PAYMENT,8159.36,147461.3,139301.94,0.0,0.0,14,0
PAYMENT,7899.89,0.0,0.0,0.0,0.0,3,0
TRANSFER,1251276.1,141160.0,0.0,893621.3,2144897.5,19,0
TRANSFER,575604.8,1040.0,0.0,400874.25,976479.06,16,0
CASH_IN,422930.6,27585.0,450515.6,0.0,350172.62,16,0
CASH_IN,115331.31,101935.77,217267.06,3364366.0,3249034.8,16,0
PAYMENT,2106.45,35145.8,33039.34,0.0,0.0,12,0
CASH_OUT,199755.39,15505.66,0.0,2123346.5,2323102.0,11,0
PAYMENT,24662.11,0.0,0.0,0.0,0.0,21,0
CASH_IN,160486.73,1423020.6,1583507.4,231826.23,71339.49,17,0
CASH_IN,72010.23,6406332.0,6478342.5,214978.5,142968.27,12,0
PAYMENT,1664.06,0.0,0.0,0.0,0.0,23,0
TRANSFER,432208.56,0.0,0.0,1528334.6,1960543.1,11,0
CASH_OUT,67558.79,0.0,0.0,32567974.0,32635534.0,19,0
PAYMENT,18745.37,0.0,0.0,0.0,0.0,14,0
CASH_OUT,53970.48,0.0,0.0,265485.97,319456.44,12,0
PAYMENT,12690.99,0.0,0.0,0.0,0.0,14,0
CASH_OUT,92119.84,0.0,0.0,3397405.0,3489524.8,18,0
CASH_IN,308268.94,5518.0,313786.94,134131.05,0.0,11,0
CASH_IN,179096.66,13120.0,192216.66,0.0,0.0,12,0
TRANSFER,1771473.2,69.0,0.0,539416.3,2310889.5,11,0
CASH_IN,3703.1,3832096.5,3835799.5,31889.41,28186.31,14,0
CASH_OUT,3449.33,359.0,0.0,682766.5,686215.9,9,0
TRANSFER,744457.2,4652.0,0.0,0.0,744457.2,13,0
PAYMENT,419.51,0.0,0.0,0.0,0.0,16,0
PAYMENT,24675.59,14725.0,0.0,0.0,0.0,17,0
CASH_IN,73232.22,2652753.8,2725986.0,319403.78,246171.56,12,0
CASH_IN,77289.52,6331546.0,6408835.5,1480326.2,1403036.8,1,0
CASH_OUT,121486.15,107201.0,0.0,0.0,121486.15,10,0
PAYMENT,8560.3,13010.0,4449.7,0.0,0.0,21,0
CASH_OUT,325803.97,0.0,0.0,549483.2,875287.1,11,0
CASH_IN,9810.94,7744692.0,7754503.0,1170109.5,1160298.6,17,0
PAYMENT,10685.86,312610.0,301924.12,0.0,0.0,14,0
PAYMENT,6314.25,186.0,0.0,0.0,0.0,17,0
CASH_OUT,322253.78,42302.0,0.0,69319.52,391573.3,16,0
TRANSFER,667175.2,0.0,0.0,3804702.5,4471877.5,19,0
CASH_OUT,236325.73,21157.0,0.0,756643.56,992969.3,17,0
PAYMENT,26246.48,0.0,0.0,0.0,0.0,12,0
CASH_OUT,101185.08,37335.0,0.0,0.0,101185.08,20,0
PAYMENT,30671.37,10372.0,0.0,0.0,0.0,21,0
CASH_OUT,247953.92,30692.0,0.0,132042.78,379996.7,10,0
CASH_IN,162674.73,2194599.0,2357273.8,2774991.2,2612316.5,19,0
PAYMENT,3498.66,0.0,0.0,0.0,0.0,18,0
CASH_IN,11504.09,65867.0,77371.09,0.0,0.0,20,0
CASH_IN,208223.12,982082.06,1190305.2,838609.4,630386.25,10,0
CASH_IN,23725.14,79.0,23804.14,0.0,0.0,20,0
CASH_OUT,3245.38,51576.0,48330.62,11806734.0,11809979.0,15,0
CASH_OUT,221308.58,0.0,0.0,287088.9,508397.5,20,0
PAYMENT,16889.57,0.0,0.0,0.0,0.0,14,0
CASH_OUT,27171.46,1055.0,0.0,0.0,27171.46,18,0
PAYMENT,5673.08,327289.56,321616.47,0.0,0.0,19,0
CASH_IN,13937.26,48456.0,62393.26,437703.72,423766.44,12,0
PAYMENT,22884.79,0.0,0.0,0.0,0.0,11,0
CASH_IN,372429.12,712019.0,1084448.1,31148.83,0.0,13,0
CASH_IN,39391.84,3413976.5,3453368.5,631703.3,592311.5,19,0
CASH_OUT,23149.55,0.0,0.0,49086.87,72236.42,14,0
PAYMENT,1675.69,106928.0,105252.31,0.0,0.0,18,0
PAYMENT,864.73,0.0,0.0,0.0,0.0,19,0
CASH_OUT,164720.48,0.0,0.0,1653881.6,1883463.4,22,0
CASH_OUT,150600.3,493287.0,342686.72,0.0,150600.3,15,0
PAYMENT,14739.4,212712.34,197972.94,0.0,0.0,20,0
CASH_OUT,152171.05,0.0,0.0,1505920.1,1658091.1,20,0
CASH_OUT,12446.68,0.0,0.0,1338385.8,1350832.5,18,0
PAYMENT,3850.57,8025.0,4174.43,0.0,0.0,18,0
CASH_OUT,146004.95,1032.0,0.0,0.0,146004.95,14,0
CASH_IN,166953.64,6321701.0,6488655.0,2211712.5,2044758.9,9,0
CASH_IN,345160.28,1462.0,346622.28,439680.9,94520.64,12,0
CASH_IN,233036.12,12807524.0,13040560.0,1652243.4,886370.94,10,0
PAYMENT,1866.79,41246.32,39379.53,0.0,0.0,12,0
TRANSFER,83678.94,101906.0,18227.06,1202277.5,1285956.4,19,0
PAYMENT,13705.99,30674.34,16968.35,0.0,0.0,16,0
TRANSFER,391650.16,0.0,0.0,641101.94,1032752.06,16,0
PAYMENT,8172.67,0.0,0.0,0.0,0.0,9,0
PAYMENT,3857.16,15650.0,11792.84,0.0,0.0,16,0
CASH_OUT,267280.6,22126.0,0.0,0.0,267280.6,10,0
CASH_OUT,203747.69,0.0,0.0,967110.2,1170857.9,10,0
CASH_OUT,143717.8,31210.0,0.0,0.0,143717.8,18,0
TRANSFER,767212.2,0.0,0.0,1357604.4,2124816.5,18,0
CASH_IN,165185.08,9934.0,175119.08,0.0,0.0,13,0
PAYMENT,9887.41,21509.0,11621.59,0.0,0.0,10,0
CASH_IN,61928.59,10492976.0,10554905.0,1661176.2,1599247.6,18,0
CASH_IN,190914.38,2638821.0,2829735.2,701062.8,510148.47,13,0
PAYMENT,14768.03,249179.84,234411.81,0.0,0.0,19,0
PAYMENT,15370.33,58588.0,43217.67,0.0,0.0,13,0
CASH_OUT,241031.81,0.0,0.0,1128933.9,1369965.6,19,0
PAYMENT,4018.06,9468.0,5449.94,0.0,0.0,17,0
PAYMENT,17200.05,0.0,0.0,0.0,0.0,19,0
CASH_OUT,219426.25,11552.0,0.0,0.0,219426.25,13,0
PAYMENT,163.48,63955.0,63791.52,0.0,0.0,12,0
CASH_OUT,57369.45,0.0,0.0,2006595.6,2063965.1,21,0
CASH_OUT,461896.5,0.0,0.0,1108855.8,1570752.2,15,0
PAYMENT,1479.35,9080.0,7600.65,0.0,0.0,10,0
TRANSFER,34825.68,0.0,0.0,1718350.1,1753175.8,11,0
PAYMENT,16186.7,0.0,0.0,0.0,0.0,12,0
PAYMENT,52760.6,25836.0,0.0,0.0,0.0,18,0
CASH_OUT,17327.64,46036.0,28708.36,46378.74,63706.38,18,0
PAYMENT,5724.19,107787.0,102062.81,0.0,0.0,14,0
CASH_OUT,22559.72,10339.0,0.0,379885.94,402445.66,14,0
CASH_OUT,350397.88,4904.58,0.0,1029047.06,1379445.0,20,0
CASH_IN,206136.02,1732539.6,1938675.6,283708.22,77572.2,11,0
PAYMENT,6497.47,0.0,0.0,0.0,0.0,10,0
CASH_OUT,179433.27,0.0,0.0,754523.5,933956.75,8,0
CASH_OUT,22138.12,42574.0,20435.88,0.0,22138.12,19,0
PAYMENT,901.92,133856.3,132954.38,0.0,0.0,14,0
CASH_OUT,10994.3,20611.0,9616.7,655220.2,666214.5,11,0
CASH_IN,91664.76,11257993.0,11349657.0,2793798.0,2702133.2,11,0
PAYMENT,14701.31,0.0,0.0,0.0,0.0,14,0
CASH_IN,202782.03,10748.0,213530.03,1292975.6,1090193.5,11,0
PAYMENT,2574.95,103382.0,100807.05,0.0,0.0,22,0
CASH_OUT,61409.33,4429.0,0.0,3678740.8,3740150.2,19,0
CASH_IN,40645.43,5474888.0,5515533.5,58294.11,17648.68,17,0
CASH_OUT,11500.37,202752.0,191251.62,114122.91,125623.28,19,0
CASH_OUT,208992.53,12357.0,0.0,4983940.5,5192933.0,11,0
CASH_OUT,218611.2,109442.0,0.0,1533308.6,2100498.8,13,0
PAYMENT,8349.94,0.0,0.0,0.0,0.0,11,0
TRANSFER,3679982.5,15971.0,0.0,0.0,3679982.5,10,0
CASH_OUT,70040.02,0.0,0.0,159588.23,229628.27,15,0
CASH_IN,35609.32,246467.0,282076.3,115312.85,79703.53,12,0
PAYMENT,12192.43,20981.0,8788.57,0.0,0.0,14,0
CASH_IN,20655.19,70099.0,90754.19,317325.5,296670.3,19,0
CASH_OUT,38741.97,301385.9,262643.94,2118962.0,2157704.0,12,0
CASH_OUT,162457.08,100287.0,0.0,450369.5,612826.56,13,0
PAYMENT,11082.56,559.0,0.0,0.0,0.0,14,0
CASH_IN,172210.73,115090.0,287300.75,0.0,0.0,18,0
PAYMENT,14547.95,0.0,0.0,0.0,0.0,19,0
PAYMENT,1071.02,15441.0,14369.98,0.0,0.0,17,0
TRANSFER,229322.06,0.0,0.0,2555088.2,2784410.5,19,0
PAYMENT,17680.58,254864.0,237183.42,0.0,0.0,17,0
CASH_OUT,110790.5,0.0,0.0,839201.4,949991.9,18,0
CASH_IN,78037.18,4099773.0,4177810.2,865481.4,787444.2,19,0
CASH_IN,139103.84,1792393.6,1931497.5,497826.6,358722.75,14,0
CASH_OUT,272846.3,111149.0,0.0,75914.22,348760.53,15,0
TRANSFER,842209.3,0.0,0.0,4653860.5,5496070.0,16,0
PAYMENT,23156.83,2029.0,0.0,0.0,0.0,10,0
PAYMENT,7948.91,70066.0,62117.09,0.0,0.0,13,0
CASH_IN,28272.21,5199765.0,5228037.5,566829.25,538557.06,19,0
PAYMENT,1874.14,88701.45,86827.31,0.0,0.0,12,0
CASH_OUT,143579.69,285338.0,141758.31,145164.84,288744.53,19,0
PAYMENT,10804.64,0.0,0.0,0.0,0.0,14,0
CASH_IN,176257.56,14349139.0,14525396.0,1204010.5,1027753.0,12,0
PAYMENT,13267.17,40319.93,27052.77,0.0,0.0,10,0
CASH_OUT,104638.03,16347.0,0.0,0.0,104638.03,17,0
CASH_OUT,403215.84,7966.0,0.0,221772.2,624988.06,13,0
PAYMENT,2411.14,66079.0,63667.86,0.0,0.0,18,0
CASH_OUT,195451.44,224.0,0.0,1936106.4,2131557.8,19,0
CASH_IN,50388.58,24427.0,74815.58,49862.0,0.0,13,0
PAYMENT,9313.08,10444.0,1130.92,0.0,0.0,16,0
PAYMENT,2344.48,506622.34,504277.88,0.0,0.0,15,0
CASH_IN,43144.76,784087.4,827232.1,51012.98,7868.22,13,0
CASH_OUT,73884.93,127035.51,53150.57,0.0,73884.93,16,0
CASH_OUT,200571.3,0.0,0.0,1039919.06,1240490.4,14,0
PAYMENT,16211.95,0.0,0.0,0.0,0.0,21,0
CASH_OUT,26572.08,0.0,0.0,2163403.5,2189975.5,19,0
CASH_IN,112929.66,8206430.5,8319360.0,163732.66,50802.99,19,0
PAYMENT,1005.48,12737.84,11732.36,0.0,0.0,19,0
PAYMENT,11873.94,33338.97,21465.03,0.0,0.0,15,0
PAYMENT,11542.26,496.0,0.0,0.0,0.0,22,0
